Tail_number,Summary,Owner,Airworthiness_Class,Serial_Number,Engine,Weight,Speed,Mode_S_Code,Status,Certificate_Issue_Date,Airworthiness_Date,Last_Action_Date,Expiration,Registry_Source
N528MT,2019 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"TVPX AIRCRAFT SOLUTIONS INC TRUSTEENORTH SALT LAKE, UT, US(Corporation)",Standard/Normal,54829,ROLLS-ROYC250-C47SER(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051523713 / A6A7CB,Assigned,2019-08-28,2019-02-22,2019-08-28,2022-08-31,FAA
N52AE, BELL HELICOPTER TEXTRON 206L-1Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Unknown/Unknown,45758,(Turbo-shaft),"Less than 12,500lbs",Not defined,051503232 / A6869A,Assigned,2005-10-26,,2018-04-13,2021-09-30,FAA
N52AZ,1999 BELL 407Rotorcraft(7 seats / 1 engine),"STATE OF ARIZONAPHOENIX, AZ, US(Government)",Standard/Normal,53380,ALLISON250-C47(Turbo-shaft)Horsepower:600,"Less than 12,500lbs",Not defined,051503255 / A686AD,Assigned,1999-11-30,1999-08-17,2018-05-15,2021-10-31,FAA
N530H,2008 AMERICAN EUROCOPTER LLC AS350B3Rotorcraft(7 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,4553,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"Less than 12,500lbs",Not defined,051530434 / A6B11C,Assigned,2015-01-14,2008-10-22,2020-08-13,2024-01-31,FAA
N531LN,2006 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,0474,P&WCANADAPW206B(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,051532453 / A6B52B,Assigned,2014-03-10,2015-05-12,2019-11-07,2023-03-31,FAA
N533AM,2008 EUROCOPTER AS 350 B3Rotorcraft(6 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,4620,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"Less than 12,500lbs",Not defined,051535636 / A6BB9E,Assigned,2009-10-05,2009-02-26,2021-02-22,2024-07-31,FAA
N535LL,2009 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"MERCY HOSPITAL SPRINGFIELDSPRINGFIELD, MO, US(Corporation)",Standard/Normal,0817,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,051542005 / A6C405,Assigned,2013-11-12,2009-10-12,2019-07-10,2022-11-30,FAA
N535LN,2004 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,0365,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,051542007 / A6C407,Assigned,2013-02-12,2015-02-20,2018-09-18,2022-02-28,FAA
N535MW,2013 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"BANK OF UTAH TRUSTEESALT LAKE CITY, UT, US(Corporation)",Standard/Normal,1101,P&WCANADAPW206B(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,051542050 / A6C428,Assigned,2015-10-22,2014-01-31,2019-04-15,2021-10-31,FAA
N536LF,2013 AGUSTAWESTLAND PHILADELPHIA CO AW119MKIIRotorcraft(8 seats / 1 engine),"BANK OF UTAH TRUSTEESALT LAKE CITY, UT, US(Corporation)",Standard/Normal,14801,P&WCANADAPT6B-37A(Turbo-shaft)Horsepower:900,"Less than 12,500lbs",Not defined,051543667 / A6C7B7,Assigned,2014-06-12,2013-06-30,2020-02-24,2023-06-30,FAA
N53963,2005 EUROCOPTER AS 350 B2Rotorcraft(6 seats / 1 engine),"SALE REPORTEDLOS ANGELES, CA, US(Individual)",Standard/Normal,3963,TURBOMECAARRIEL1D1(Turbo-shaft)Horsepower:712,"Less than 12,500lbs",Not defined,051552442 / A6D522,Sale reported,,2005-08-22,2019-02-11,,FAA
N539AE,2014 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"PACIFIC WESTERN BANKCHICAGO, IL, US(Corporation)",Standard/Normal,52468,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051550741 / A6D1E1,Assigned,2018-11-17,2015-01-23,2019-12-17,2021-11-30,FAA
N53AE, BELL HELICOPTER TEXTRON 206L-1Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,45300,(Turbo-shaft),"Less than 12,500lbs",Not defined,051527031 / A6AE19,Unknown,2005-10-26,1979-08-31,2018-03-16,2021-08-31,FAA
N54178,2006 EUROCOPTER AS 350 B3Rotorcraft(6 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,4178,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"Less than 12,500lbs",Not defined,051557421 / A6DF11,Assigned,2014-07-10,2007-04-10,2020-02-14,2023-07-31,FAA
N544AM,2007 EUROCOPTER AS 350 B3Rotorcraft(6 seats / 1 engine),"AIR MEATHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Experimental,4206,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"Less than 12,500lbs",Not defined,051563324 / A6E6D4,Assigned,2016-10-05,2007-10-18,2019-05-15,2022-10-31,FAA
N546LF,2013 AGUSTAWESTLAND PHILADELPHIA CO AW119MKIIRotorcraft(8 seats / 1 engine),"WILMINGTON TRUST CO TRUSTEEWILMINGTON, DE, US(Corporation)",Standard/Normal,14802,P&WCANADAPT6B-37A(Turbo-shaft)Horsepower:900,"Less than 12,500lbs",Not defined,051567466 / A6EF36,Assigned,2020-10-02,2013-07-09,2020-10-02,2023-10-31,FAA
N547AE,2015 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,52471,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051570762 / A6F1F2,Assigned,2019-08-22,2015-05-06,2019-09-26,2022-08-31,FAA
N547AM,2007 EUROCOPTER AS 350 B2Rotorcraft(6 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,4332,TURBOMECAARRIEL1D1(Turbo-shaft)Horsepower:712,"Less than 12,500lbs",Not defined,051570771 / A6F1F9,Assigned,2013-04-19,2007-12-04,2018-11-13,2022-04-30,FAA
N54AE,1978 BELL HELICOPTER TEXTRON 206L-1Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,45157,ALLISON250SER250HP(Turbo-shaft)Horsepower:250,"Less than 12,500lbs",Not defined,051552630 / A6D598,Assigned,2005-10-26,1978-06-28,2018-04-13,2021-09-30,FAA
N54AZ,2004 BELL 407Rotorcraft(7 seats / 1 engine),"STATE OF ARIZONAPHOENIX, AZ, US(Government)",Standard/Normal,53588,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051552653 / A6D5AB,Assigned,2004-06-15,2004-03-01,2020-02-24,2023-07-31,FAA
N551AM,2007 EUROCOPTER AS 350 B3Rotorcraft(6 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,4311,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"Less than 12,500lbs",Not defined,051601456 / A7032E,Assigned,2013-09-27,2007-10-19,2019-04-11,2022-09-30,FAA
N551HU,2006 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,0490,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,051601744 / A703E4,Assigned,2016-06-28,2012-07-11,2019-01-11,2022-06-30,FAA
N552AE,2015 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,52478,ALLISON250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051603336 / A706DE,Assigned,2016-01-06,2015-10-24,2018-08-17,2022-01-31,FAA
N553AE,2015 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"TVPX ARS INC TRUSTEECONCORD, MA, US(Corporation)",Standard/Normal,52474,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051605225 / A70A95,Assigned,2016-01-12,2015-06-19,2018-08-17,2022-01-31,FAA
N555MH,1973 PIPER PA-23-250Fixed wing multi engine(6 seats / 2 engines),"PACE MICHAEL THOMASTHOMASVILLE, GA, US(Individual)",Standard/Normal,27-7304938,LYCOMINGIO-540SER(Reciprocating)Horsepower:300,"Less than 12,500lbs",150mph,051611431 / A71319,Assigned,2005-02-14,1972-10-26,2019-07-08,2022-11-30,FAA
N555YE,2007 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"REACH AIR MEDICAL SERVICES LLCSANTA ROSA, CA, US",Standard/Normal,0561,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,051612051 / A71429,Assigned,2018-04-20,2014-03-04,2020-11-20,2024-04-30,FAA
N556AM,2007 EUROCOPTER AS 350 B2Rotorcraft(6 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,4369,TURBOMECAARRIEL1D1(Turbo-shaft)Horsepower:712,"Less than 12,500lbs",Not defined,051612701 / A715C1,Assigned,2013-04-12,2015-02-02,2018-11-13,2022-04-30,FAA
N556LF,2013 AGUSTAWESTLAND PHILADELPHIA CO AW119MKIIRotorcraft(8 seats / 1 engine),"WILMINGTON TRUST CO TRUSTEEWILMINGTON, DE, US(Corporation)",Standard/Normal,14804,P&WCANADAPT6B-37A(Turbo-shaft)Horsepower:900,"Less than 12,500lbs",Not defined,051613265 / A716B5,Assigned,2020-08-20,2013-07-17,2020-08-20,2023-08-31,FAA
N556MT,2017 AIRBUS HELICOPTERS DEUTSCHLAND EC135 P2+Rotorcraft(7 seats / 2 engines),"MED TRANS CORPDENTON, TX, US(Corporation)",Standard/Normal,1253,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,051613332 / A716DA,Assigned,2017-10-18,2017-09-13,2020-05-12,2023-10-31,FAA
N557AM,2007 EUROCOPTER AS 350 B2Rotorcraft(6 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,4337,TURBOMECAARRIEL1D1(Turbo-shaft)Horsepower:712,"Less than 12,500lbs",Not defined,051614570 / A71978,Assigned,2013-07-29,2007-11-08,2019-02-15,2022-07-31,FAA
N558AE,2015 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"TEXTRON AVIATION FINANCE CORPWICHITA, KS, US(Corporation)",Standard/Normal,52470,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051616450 / A71D28,Unknown,2015-06-04,2015-02-18,2018-01-16,2021-06-30,FAA
N558MT,2012 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"TVPX AIRCRAFT SOLUTIONS INC TRUSTEENORTH SALT LAKE, UT, US(Corporation)",Standard/Normal,1073,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,051617110 / A71E48,Assigned,2017-03-28,2013-01-31,2019-11-01,2023-03-31,FAA
N559AE,2015 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"AIR EVAC EMS INCO'FALLON, MO, US(Corporation)",Standard/Normal,52472,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051620337 / A720DF,Assigned,2019-09-05,2015-04-23,2019-10-29,2022-09-30,FAA
N561AM,2007 EUROCOPTER FRANCE AS350B2Rotorcraft(6 seats / 1 engine),"BANK OF UTAH TRUSTEESALT LAKE CITY, UT, US(Corporation)",Standard/Normal,4381,TURBOMECAARRIEL1D1(Turbo-shaft)Horsepower:712,"Less than 12,500lbs",Not defined,051625255 / A72AAD,Assigned,2017-08-01,2007-12-17,2020-07-29,2023-08-31,FAA
N561SF,2000 BELL 407Rotorcraft(7 seats / 1 engine),"N390SF LLCMESA, AZ, US",Standard/Normal,53456,ALLISON250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051626067 / A72C37,Assigned,2020-11-06,2000-11-21,2020-11-06,2023-11-30,FAA
N563AE,2015 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"TVPX ARS INC TRUSTEECONCORD, MA, US(Corporation)",Standard/Normal,52475,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051631024 / A73214,Assigned,2016-01-22,2015-07-07,2018-08-09,2022-01-31,FAA
N565AM,2008 EUROCOPTER AS 350 B2Rotorcraft(6 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,4399,TURBOMECAARRIEL1D1(Turbo-shaft)Horsepower:712,"Less than 12,500lbs",Not defined,051634611 / A73989,Assigned,2013-08-28,2008-02-01,2019-02-15,2022-07-31,FAA
N566AM,2008 EUROCOPTER AS 350 B2Rotorcraft(6 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,4404,TURBOMECAARRIEL1D1(Turbo-shaft)Horsepower:712,"Less than 12,500lbs",Not defined,051636500 / A73D40,Assigned,2017-09-26,2008-03-24,2020-04-14,2023-09-30,FAA
N566LF,2013 AGUSTAWESTLAND PHILADELPHIA CO AW119MKIIRotorcraft(8 seats / 1 engine),"WILMINGTON TRUST CO TRUSTEEWILMINGTON, DE, US(Corporation)",Standard/Normal,14808,P&WCANADAPT6B-37A(Turbo-shaft)Horsepower:900,"Less than 12,500lbs",Not defined,051637064 / A73E34,Assigned,2020-10-05,2013-07-28,2020-10-05,2023-10-31,FAA
N567AE,2015 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"TXPX ARS INC TRUSTEECONCORD, MA, US(Corporation)",Standard/Normal,52477,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051640360 / A740F0,Assigned,2016-05-02,2015-09-10,2018-12-17,2022-05-31,FAA
N56AZ,2004 BELL 407Rotorcraft(7 seats / 1 engine),"STATE OF ARIZONA DEPARTMENT OF PUBLIC SAFETYPHOENIX, AZ, US(Government)",Standard/Normal,53616,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051622251 / A724A9,Assigned,2004-12-02,2004-09-30,2018-08-13,2022-01-31,FAA
N572AM,2008 AMERICAN EUROCOPTER LLC AS350B2Rotorcraft(7 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,4481,TURBOMECAARRIEL1D1(Turbo-shaft)Horsepower:712,"Less than 12,500lbs",Not defined,051652743 / A755E3,Assigned,2016-02-23,2008-07-28,2018-09-18,2022-02-28,FAA
N573AM,2008 AMERICAN EUROCOPTER LLC AS350B2Rotorcraft(7 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,4487,TURBOMECAARRIEL1D1(Turbo-shaft)Horsepower:712,"Less than 12,500lbs",Not defined,051654632 / A7599A,Unknown,2015-08-04,2008-12-12,2018-03-13,2021-08-31,FAA
N574AE,2015 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"TVPX ARS INC TRUSTEECONCORD, MA, US(Corporation)",Standard/Normal,52476,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051656512 / A75D4A,Assigned,2016-03-01,2015-08-07,2018-10-09,2022-03-31,FAA
N574AM,2009 AMERICAN EUROCOPTER LLC AS350B3Rotorcraft(7 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,4613,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"Less than 12,500lbs",Not defined,051656521 / A75D51,Unknown,2015-08-04,2009-02-23,2018-03-13,2021-08-31,FAA
N5751M,1980 BELL HELICOPTER TEXTRON 206L-1Rotorcraft(7 seats / 1 engine),"AIRMD LLCWICHITA, KS, US",Standard/Normal,45522,ALLISON250SER250HP(Turbo-shaft)Horsepower:250,"Less than 12,500lbs",Not defined,051661603 / A76383,Assigned,2003-08-27,1980-10-01,2021-01-19,2024-06-30,FAA
N575LF,2007 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"WEST PENN ALLEGHENY FOUNDATION LLCPITTSBURGH, PA, US",Standard/Transport,9114,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,051660774 / A761FC,Assigned,2007-09-13,2007-05-23,2021-01-29,2024-06-30,FAA
N576AM,2008 AMERICAN EUROCOPTER LLC AS350B2Rotorcraft(7 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,4418,TURBOMECAARRIEL1D1(Turbo-shaft)Horsepower:712,"Less than 12,500lbs",Not defined,051662277 / A764BF,Assigned,2015-01-27,2008-04-15,2020-08-24,2024-01-31,FAA
N576LF,2013 AGUSTAWESTLAND PHILADELPHIA CO AW119MKIIRotorcraft(8 seats / 1 engine),"BANK OF UTAH TRUSTEESALT LAKE CITY, UT, US(Corporation)",Standard/Normal,14791,P&WCANADAPT6B-37A(Turbo-shaft)Horsepower:900,"Less than 12,500lbs",Not defined,051662663 / A765B3,Assigned,2014-06-12,2013-03-14,2020-02-24,2023-06-30,FAA
N577AM,2008 AMERICAN EUROCOPTER LLC AS350B2Rotorcraft(7 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,4425,TURBOMECAARRIEL1D1(Turbo-shaft)Horsepower:712,"Less than 12,500lbs",Not defined,051664166 / A76876,Assigned,2013-12-16,2008-04-30,2019-07-19,2022-12-31,FAA
N577LF,2012 EUROCOPTER EC 130 B4Rotorcraft(6 seats / 1 engine),"KEYBANK NASUPERIOR, CO, US(Corporation)",Standard/Normal,7362,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"12,500-19,999lbs",Not defined,051664552 / A7696A,Assigned,2017-08-15,2012-08-30,2020-03-18,2023-08-31,FAA
N581AM,2008 AMERICAN EUROCOPTER LLC AS350B2Rotorcraft(7 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,4438,TURBOMECAARRIEL1D1(Turbo-shaft)Horsepower:712,"Less than 12,500lbs",Not defined,051674653 / A779AB,Assigned,2014-09-04,2008-05-29,2020-04-14,2023-09-30,FAA
N585AE,2003 EUROCOPTER AS 350 B3Rotorcraft(6 seats / 1 engine),"PHI HEALTH LLCLAFAYETTE, LA, US",Standard/Normal,3736,TURBOMECAARRIELSERIES(Turbo-shaft)Horsepower:985,"Less than 12,500lbs",Not defined,051704200 / A78880,Assigned,2016-07-28,2004-04-16,2019-09-11,2022-07-31,FAA
N586AM,2008 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,0709,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,051706076 / A78C3E,Assigned,2009-02-10,2008-09-18,2019-02-15,2022-07-31,FAA
N586LF,2013 AGUSTAWESTLAND PHILADELPHIA CO AW119MKIIRotorcraft(8 seats / 1 engine),"WILMINGTON TRUST CO TRUSTEEWILMINGTON, DE, US(Corporation)",Standard/Normal,14809,P&WCANADAPT6B-37A(Turbo-shaft)Horsepower:900,"Less than 12,500lbs",Not defined,051706462 / A78D32,Assigned,2020-10-08,2013-08-06,2020-10-08,2023-10-31,FAA
N586WH,2013 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"METRO AVIATION INCSHREVEPORT, LA, US(Corporation)",Standard/Normal,1096,P&WCANADAPW206B(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,051707056 / A78E2E,Assigned,2018-01-31,2018-04-19,2020-08-19,2024-01-31,FAA
N587MC, MESSERSCHMITT-BOLKOW-BLOHM BK 117 A-4Rotorcraft(8 seats / 2 engines),"MILWAUKEE REGIONAL MEDICAL CENTER INCWAUKESHA, WI, US(Corporation)",Standard/Transport,7086,LYCOMINGLTS-101SER(Turbo-shaft)Horsepower:317,"Less than 12,500lbs",Not defined,051710377 / A790FF,Assigned,2000-03-08,1988-07-07,2019-07-11,2022-11-30,FAA
N587MH, EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"PEOPLES CAPTIAL AND LEASING CORPBRIDGEPORT, CT, US(Corporation)",Unknown/Unknown,9174,(Turbo-shaft),"Less than 12,500lbs",Not defined,051710404 / A79104,Assigned,2020-08-28,,2020-08-28,2023-08-31,FAA
N588AE,2016 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"EAST WEST BANKALPHARETTA, GA, US(Corporation)",Standard/Normal,52488,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051711645 / A793A5,Assigned,2017-01-20,2016-06-10,2019-08-16,2023-01-31,FAA
N589AE,2016 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"TEXTRON AVIATION FINANCE CORPWICHITA, KS, US(Corporation)",Standard/Normal,52489,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051713534 / A7975C,Assigned,2017-03-01,2016-07-19,2019-10-15,2023-03-31,FAA
N58AZ,2006 BELL 407Rotorcraft(7 seats / 1 engine),"STATE OF ARIZONAPHOENIX, AZ, US(Government)",Standard/Normal,53736,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051671647 / A773A7,Assigned,2007-05-14,2006-11-16,2019-11-13,2023-04-30,FAA
N58NM,2006 AGUSTA SPA A109SRotorcraft(8 seats / 2 engines),"NORTH MEMORIAL MEDICAL CENTERBROOKLYN CENTER, MN, US(Corporation)",Standard/Normal,22016,P&WCANADAPW207C(Turbo-shaft)Horsepower:572,"Less than 12,500lbs",Not defined,051672307 / A774C7,Assigned,2014-02-05,2014-02-25,2019-09-24,2023-02-28,FAA
N592AC,2016 AIRBUS HELICOPTERS DEUTSCHLAND MBB-BK 117 C-2Rotorcraft(9 seats / 2 engines),"US BANK NATIONAL ASSOCIATIONPORTLAND, OR, US(Corporation)",Standard/Transport,9739,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,051722330 / A7A4D8,Assigned,2017-06-19,2017-07-24,2020-12-09,2023-06-30,FAA
N595AE,1979 BELL HELICOPTER TEXTRON 206L-1Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,45244,ALLISON250-C20SER(Turbo-shaft)Horsepower:420,"Less than 12,500lbs",Not defined,051727777 / A7AFFF,Assigned,2006-12-05,1995-04-04,2018-11-26,2022-03-31,FAA
N596LF,2013 AGUSTAWESTLAND PHILADELPHIA CO AW119MKIIRotorcraft(8 seats / 1 engine),"WILMINGTON TRUST CO TRUSTEEWILMINGTON, DE, US(Corporation)",Standard/Normal,14810,P&WCANADAPT6B-37A(Turbo-shaft)Horsepower:900,"Less than 12,500lbs",Not defined,051732261 / A7B4B1,Assigned,2020-10-05,2013-08-17,2020-10-05,2023-10-31,FAA
N5NJ,2011 AGUSTA AEROSPACE CORP AW139Rotorcraft(17 seats / 2 engines),"STATE OF NEW JERSEYEWING, NJ, US(Government)",Standard/Transport,41260,P&WCANADAPT6C-67C(Turbo-shaft)Horsepower:1679,"Over 20,000lbs",Not defined,051433163 / A63673,Assigned,2011-09-07,2011-06-15,2020-04-23,2023-09-30,FAA
N5UV, AGUSTA SPA A109ERotorcraft(8 seats / 2 engines),"RECTOR AND VISITORS OF THE UNIVERSITY OF VIRGINIACHARLOTTESVILLE, VA, US(Government)",Unknown/Unknown,11150,(Turbo-shaft),"Less than 12,500lbs",Not defined,051433424 / A63714,Assigned,2003-01-28,,2018-12-19,2022-05-31,FAA
N600HN,2013 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"HEALTHNET AEROMEDICAL SERVICES INCCHARLESTON, WV, US(Corporation)",Standard/Normal,1119,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,051743773 / A7C7FB,Assigned,2013-12-23,2013-11-07,2019-07-18,2022-12-31,FAA
N600LL,1987 EUROCOPTER AS365N3Rotorcraft(14 seats / 2 engines),"MILTON S HERSHEY MEDICAL CENTERHERSHEY, PA, US(Corporation)",Standard/Transport,6262,TURBOMECAARRIEL2C(Turbo-shaft)Horsepower:779,"12,500-19,999lbs",Not defined,051744104 / A7C844,Assigned,2003-03-21,2005-11-10,2019-10-23,2023-02-28,FAA
N601MT,2012 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"MED-TRANS CORPDENTON, TX, US(Corporation)",Standard/Normal,1040,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,051746033 / A7CC1B,Assigned,2019-09-05,2012-08-24,2019-10-07,2022-09-30,FAA
N602MM,2009 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIAPHILADELPHIA, PA, US(Corporation)",Standard/Transport,9241,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,051747714 / A7CFCC,Assigned,2017-12-21,2009-04-21,2020-07-29,2023-12-31,FAA
N603CF, AGUSTA SPA A119Rotorcraft(8 seats / 1 engine),"TRISTATE CAREFLIGHT LLCGREENWOOD VILLAGE, CO, US",Unknown/Unknown,14041,(Turbo-shaft),"Less than 12,500lbs",Not defined,051751234 / A7D29C,Assigned,2004-12-20,,2019-01-23,2022-06-30,FAA
N603ME,2003 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2Rotorcraft(7 seats / 2 engines),"SALE REPORTEDNONE, OK, US(Individual)",Standard/Normal,0284,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,051751574 / A7D37C,Unknown,,2003-11-07,2017-03-03,,FAA
